AGS,mun_name,share_alg2_sgb2,share_bg_single_parent,share_bg_5plus,share_bg_with_children,share_sgb2_with_housing_costs,unemp_count,share_longterm_unemp,unemp_u25_per_1000,unemp_55plus_per_1000,income_tax_per_capita,purchasing_power,trade_tax_per_capita,tax_revenue_total,pop_total,pop_female,pop_male,pop_corrected,share_age_0_3,share_age_3_6,share_age_6_18,share_age_18_25,share_age_25_30,share_age_30_50,share_age_50_65,share_age_65_75,share_age_65plus,share_age_75plus,natural_pop_change,migration_balance,working_age_15_65_count,old_age_dependency,youth_dependency,young_old_ratio,households_total,share_single_households,share_households_with_children,share_hh_income_high,share_hh_income_medium,share_hh_income_low,students_total_per_1000,students_18_25_per_1000,students_fh_per_1000,gp_general_per_1000,gp_primary_per_1000,internists_per_1000,pediatricians_per_1000_children,doctors_total_per_1000,share_bb_1000mbit,share_bb_100mbit,share_bb_50mbit,share_4g,dist_supermarket_m,dist_pharmacy_m,dist_gp_m,dist_public_transport_m,dist_primary_school_m,pop_density_per_km2,employment_density_per_km2,share_alg2_sgb2_year,share_bg_single_parent_year,share_bg_5plus_year,share_bg_with_children_year,share_sgb2_with_housing_costs_year,unemp_count_year,share_longterm_unemp_year,unemp_u25_per_1000_year,unemp_55plus_per_1000_year,income_tax_per_capita_year,purchasing_power_year,trade_tax_per_capita_year,tax_revenue_total_year,pop_total_year,pop_female_year,pop_male_year,pop_corrected_year,share_age_0_3_year,share_age_3_6_year,share_age_6_18_year,share_age_18_25_year,share_age_25_30_year,share_age_30_50_year,share_age_50_65_year,share_age_65_75_year,share_age_65plus_year,share_age_75plus_year,natural_pop_change_year,migration_balance_year,working_age_15_65_count_year,old_age_dependency_year,youth_dependency_year,young_old_ratio_year,households_total_year,share_single_households_year,share_households_with_children_year,share_hh_income_high_year,share_hh_income_medium_year,share_hh_income_low_year,students_total_per_1000_year,students_18_25_per_1000_year,students_fh_per_1000_year,gp_general_per_1000_year,gp_primary_per_1000_year,internists_per_1000_year,pediatricians_per_1000_children_year,doctors_total_per_1000_year,share_bb_1000mbit_year,share_bb_100mbit_year,share_bb_50mbit_year,share_4g_year,dist_supermarket_m_year,dist_pharmacy_m_year,dist_gp_m_year,dist_public_transport_m_year,dist_primary_school_m_year,pop_density_per_km2_year,employment_density_per_km2_year
13076073,Kogel,45.82,83.33,0,0,35.28,10,20,0,4.07,400.57,28595,840.68,1324.59,669,327,342,669,2.09,3.29,13.3,4.04,2.84,27.65,23.62,15.7,23.17,7.47,-6.02,2.99,409,37.9,25.67,48.33,2.31,27.59,35.17,24.48,54.83,20.69,0,0,0,0,0,0,0,0,81.68,82.42,82.42,100,6043.56,6936.54,6936.54,3622.08,6450.74,22.34,27.19,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076075,Kreien,37.69,60,0,40,38.98,3,66.67,0,4.48,435.42,26973.85,823.73,1337.66,334,162,172,334,2.4,3.29,10.18,4.79,1.2,24.55,26.95,21.26,26.65,5.39,-17.7,-2.99,199,44.72,23.12,37.84,2.23,30,30.67,24,50,26,0,0,0,0,0,0,0,0,84.97,84.97,84.97,100,7137.61,7330.35,6726.63,6364.11,7023.69,13.42,14.86,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
13076076,Kremmin,,100,0,0,,4,25,0,5,270.03,25664.58,3378.26,3628.68,253,119,134,253,1.58,2.37,11.07,2.77,2.37,23.32,31.62,15.02,24.9,9.88,4.02,31.62,159,39.62,19.5,22.58,2.14,30.51,27.12,18.64,50,31.36,0,0,0,0,0,0,0,0,5.26,46.49,64.91,100,4373.44,4734.19,4508.92,3803.8,3726.58,14.96,22.65,,2021,2021,2021,,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076077,Kritzow,49.47,60,0,20,30.06,17,47.06,0,7.69,297.39,24200.09,187.65,624.78,463,230,233,463,1.73,1.73,10.58,4.75,1.73,22.68,32.83,14.69,23.97,9.29,-4.22,-19.44,296,37.5,18.92,22.06,2.19,27.01,32.23,18.48,46.92,34.6,0,0,0,0,0,0,0,0,90.31,90.31,90.31,100,6191.22,6474.51,6121.83,3559.85,5981.51,18.42,20.25,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076078,Kuhlen-Wendorf,47.28,55,0,35,28.88,21,38.1,1.92,4.43,311.65,25523.56,76.35,563.41,770,375,395,770,0.78,2.34,11.56,3.51,2.34,22.99,28.96,18.31,27.53,9.22,-3.87,2.6,470,45.11,18.72,44.74,2.06,36.1,28.34,17.65,50,32.35,0,0,0,0,0,0,0,0,0.24,6.55,9.22,100,9647.05,9713.02,9398.53,5822.6,9164.9,15.43,16.73,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076079,Kuhstorf,48.22,80,0,20,32.21,9,11.11,0,2.25,475.92,27489.56,214.98,802.14,703,357,346,703,1.14,1.56,11.66,2.84,2.28,20.77,33.71,18.35,26.03,7.68,-6.94,-12.8,438,41.78,18.72,27.37,2.18,27.02,30.43,23.91,49.69,26.4,0,0,0,0,0,0,0,0,0,92.26,93.6,100,5557.3,6402.29,5542.44,281.26,5668.38,46.59,49.04,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076080,Langen Brütz,44.81,50,0,50,30.25,8,37.5,2.33,2.3,541.99,27545.76,70.24,783.23,478,234,244,478,1.46,1.46,9.21,5.65,1.05,25.73,25.52,20.71,29.92,9.21,2.07,4.18,293,48.81,14.33,60,2.06,34.91,25,28.45,49.57,21.98,0,0,0,0,0,0,0,62.11,0,64.15,65.57,100,4430.94,4799.26,4791.99,4315.32,4932.8,30.98,33.31,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
13076082,Leezen,45.98,58.82,0,23.53,33.43,28,35.71,0.74,2.91,460.63,28905.74,480.18,1176.41,2146,1078,1068,2146,1.44,1.91,10.9,4.05,1.96,21.67,28.75,17.66,29.31,11.65,-16.11,-2.33,1260,49.92,20.4,39.92,2.23,34.27,29.6,23.99,47.35,28.66,0,0,0,13.81,13.81,0,0,13.81,0,61.54,74.73,100,1656.48,1848.51,1670.43,2055.95,1699.12,80.89,158.27,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076085,Lewitzrand,45.7,59.26,3.7,25.93,31.5,35,37.14,3.41,6.64,403.5,27217.13,89.07,606.13,1372,692,680,1372,2.26,3.28,10.64,3.86,2.55,23.69,26.82,17.35,26.9,9.55,-5.15,11.66,816,45.22,22.92,44.19,2.3,24.83,35.57,22.99,48.15,28.86,0,0,0,0,22.06,0,0,22.06,2.99,18.87,25.79,100,2652.61,10190.17,9887.49,5813.78,3762.62,29.3,31.18,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076086,Lübesse,43.78,50,0,50,30.64,10,30,0,2.86,529.81,28347.6,1100.17,1848.43,675,337,338,675,1.19,2.22,12.89,4.3,1.78,24,27.56,19.11,26.07,6.96,-4.42,-1.48,411,42.82,21.41,48.75,2.23,23.76,30.69,24.09,51.82,24.09,0,0,0,44.18,44.18,0,0,44.18,0,79.43,85.11,100,4661.82,8771.37,648.15,3863.94,4614.75,33.89,59.54,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076087,Lüblow,37.7,33.33,0,33.33,37.92,6,16.67,2.7,0.88,404.55,29153.06,32.92,561.67,553,265,288,553,1.45,3.44,11.03,4.16,2.53,23.51,27.67,17,26.22,9.22,3.58,-3.62,334,43.41,22.16,37.29,2.27,33.2,33.61,17.62,60.66,21.72,0,0,0,0,0,0,0,0,0,78.75,93.33,100,4983.98,9122.89,5054.14,1766.89,5283.14,25.6,26.67,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076088,"Lübtheen, Stadt",44.34,62.41,7.52,29.32,32.47,140,35.71,4.14,5.42,290.73,25912.56,144.56,615.5,4556,2140,2416,4556,1.71,2.24,10.4,5.03,2.99,23.95,25.44,13.81,28.25,14.44,-15.28,-1.32,2724,47.25,20.01,43.02,2.17,39.16,27.57,17.59,54.13,28.28,0,0,0,6.46,6.46,0,0,6.46,0.13,72.32,85.14,100,1785.86,2149.32,1987.78,1462.85,2449.56,37.92,51.56,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076089,"Lübz, Stadt",44.02,63.06,3.6,26.13,33.69,304,51.97,6.81,7.36,325.39,27023.28,541.85,1035.95,5902,3075,2827,5902,1.66,2,9.54,4.54,2.88,21.04,26.92,16.72,31.41,14.69,-17.69,10.5,3412,54.34,18.64,32.35,1.82,49.08,23.78,23.32,47.78,28.9,0,0,0,5.05,5.05,0,0,10.11,58.9,85.96,88.6,100,978.64,1247.97,1122.79,664.74,1643.32,79.02,109.37,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076090,"Ludwigslust, Stadt",41.95,54.94,6.01,35.19,33.51,398,30.15,5.66,4.69,340.45,28265.16,493.7,998.24,12134,6200,5934,12134,2.27,2.56,11.02,6.01,3.77,23.76,22.22,14.97,28.39,13.43,-7.76,22.09,7097,48.54,22.43,55.25,1.95,45.87,23.37,26.48,45.64,27.88,0,0,0,6.68,10.85,2.5,19.42,30.89,85.43,91.55,92.45,100,683.43,1335.46,879.59,488.91,924.23,154.3,227.06,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076092,Lüttow-Valluhn,36.73,60,10,20,40.78,17,23.53,1.3,3.55,401.66,26084.96,6212.76,6770.61,818,372,446,818,2.69,2.93,10.88,6.72,3.55,28.12,29.22,7.7,15.89,8.19,8.73,23.23,575,22.61,19.65,46.48,2.08,39.95,32.82,18.32,55.98,25.7,0,0,0,0,0,0,0,0,4.64,60.58,82.9,100,2453.49,5261.8,5261.74,560.99,4592.14,33.33,94.66,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076093,Malk Göhren,47.64,63.64,0,9.09,31.06,12,33.33,9.09,5.41,259.25,23582.5,94.43,492.14,413,199,214,413,0.97,2.91,7.02,3.63,2.18,18.4,34.38,18.4,30.51,12.11,-17.41,31.48,249,50.6,15.26,21.31,2.05,36.32,25.37,22.39,48.26,29.35,0,0,0,0,0,0,0,0,0,43.18,63.07,100,3778.48,4860.65,4099.02,1726,4423.25,18.3,17.81,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
13076094,Malliß,47.14,63.64,7.27,29.09,30.27,52,42.31,4.84,6.56,295.11,25561.12,35.2,506.8,1072,528,544,1072,1.4,2.61,9.98,4.01,2.89,20.15,28.82,17.07,30.13,13.06,1.82,-11.19,618,52.27,21.2,19.4,2.05,39.89,26.91,20.8,52.29,26.91,0,0,0,0,27.35,0,0,27.35,0.75,40.3,48.32,100,1095.52,7131.8,4391.1,838.08,1203.33,42.42,50.93,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076096,Mestlin,47.5,64.29,2.38,26.19,30.02,46,41.3,10.81,10.39,262.89,24677.71,378.92,770.78,747,370,377,747,2.28,4.55,12.18,3.21,3.21,22.49,27.18,14.99,24.9,9.91,-15.21,36.14,432,43.06,29.86,19,1.99,41.22,23.67,21.81,47.87,30.32,0,0,0,41.49,41.49,0,0,41.49,1.23,82.15,91.38,100,867.11,9236.14,8969.55,698.13,735.18,22.77,27.13,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076097,Milow,45.37,66.67,0,16.67,30.25,10,30,0,5.88,411.53,25841.59,355.22,878.01,368,180,188,368,2.45,2.45,10.05,3.53,1.63,22.28,28.8,18.21,28.8,10.6,-8.06,-10.87,213,49.77,23,20.93,2.16,33.53,27.06,25.29,47.65,27.06,0,0,0,0,0,0,0,0,0,59.18,70.75,100,9628.58,9865.46,4400.92,2727.44,8293.65,10.94,11.53,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076098,Möllenbeck,31.66,66.67,0,0,46.53,5,20,0,6.12,211.76,23082.89,67.78,450.74,188,88,100,188,1.6,2.66,11.17,4.26,3.19,23.94,29.79,11.17,23.4,12.23,-10.75,21.28,118,37.29,22.03,15.62,2.19,32.56,36.05,23.26,41.86,34.88,0,0,0,0,0,0,0,0,0,84.16,87.13,100,6434.93,12601.51,6383.88,494.27,3464.41,9.73,9.64,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
13076099,Moraas,56.75,50,0,50,21.99,7,28.57,0,1.77,427.91,28247.82,66.94,606.06,480,233,247,480,1.88,4.38,9.79,4.38,2.92,25.42,28.54,16.04,22.71,6.67,-6.32,10.42,304,35.86,22.04,28.36,2.33,24.27,31.55,24.76,49.51,25.73,0,0,0,0,0,0,0,0,0,76.08,98.09,100,7865.45,8334.59,3054.47,2980.3,8130.59,28.61,28.31,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
13076100,Muchow,44.4,80,0,20,30.12,9,22.22,0,5.26,312.28,24894.2,115.48,572.59,276,143,133,276,2.17,2.17,9.78,5.8,2.54,22.83,29.71,15.94,25,9.06,-3.61,-3.62,174,39.66,18.97,46.67,2.16,35.94,32.03,28.91,45.31,25.78,0,0,0,0,0,0,0,0,0,93.6,95.2,100,10130.32,10212.93,9949.08,932.67,6816.16,14.23,15.01,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076101,Mustin,58.35,66.67,0,22.22,18.4,9,66.67,0,5.06,228.38,24397.72,191.87,592.7,344,163,181,344,2.62,2.03,9.3,1.74,0.29,23.55,31.1,18.6,29.36,10.76,8.57,-2.91,199,50.75,22.11,17.07,2.06,34.13,23.35,19.16,48.5,32.34,0,0,0,0,0,0,0,0,72.57,72.57,72.57,100,8263.71,8440.6,7903.86,9952.83,8492,13.13,13.36,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
13076102,Neu Gülze,45.01,60,20,40,25,14,21.43,1.43,4.49,424.3,28231.83,486.94,986.49,809,395,414,809,1.98,3.83,11.87,5.93,2.1,27.69,26.95,14.09,19.65,5.56,-9.28,76.64,529,30.06,22.87,62.16,2.4,19.88,38.28,21.66,53.12,25.22,0,0,0,0,0,0,0,0,10,64.19,81.61,100,3100.56,3900.56,3900.56,640.8,1844.78,61.94,70.29,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076103,Neu Kaliß,42.87,35.71,2.38,47.62,32.21,42,38.1,0.72,4.86,346.8,28582,259.31,794.9,1885,961,924,1885,1.64,2.65,10.45,4.88,2.23,23.29,26.05,15.76,28.81,13.05,-14.61,-6.37,1110,48.92,20.9,43.32,2.06,37.23,27.51,30.24,49.02,20.74,0,0,0,15.66,15.66,0,0,15.66,0.11,66.29,81.14,100,784,5498.03,736.04,750.2,1246.05,55.12,71.87,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076104,Neu Poserin,40.27,55.56,0,22.22,34.01,8,37.5,0,4.72,372.81,27333.47,116.26,727.29,493,237,256,493,2.23,1.22,7.3,3.25,2.43,20.28,34.89,18.86,28.4,9.53,-3.94,-28.4,309,45.31,14.24,22.41,2,34.41,29.96,23.89,48.99,27.13,0,0,0,0,0,0,0,0,0.38,76.72,83.21,100,8191.63,11609.04,11516.46,7612.52,10487.27,10.41,11.21,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076105,"Neustadt-Glewe, Stadt",38.89,51.56,6.67,39.56,33.66,234,26.07,4.39,5.3,321.56,26508.43,578.89,1048.4,6598,3337,3261,6598,2.56,2.33,11.91,6.03,4.08,23.51,23.01,14.37,26.57,12.2,-7.63,15.46,3953,44.35,22.57,58.07,2.09,39.62,26.84,21.23,51.2,27.56,0,0,0,4.58,4.58,0,0,9.16,38.79,82.27,88.91,98.88,760.05,1041.44,901.36,701.76,1281.83,70.15,95.24,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076106,Nostorf,43,80,0,0,35.8,10,30,0,3.45,262.6,22658.48,41.79,368.75,765,283,482,765,6.01,3.01,12.03,13.73,8.5,30.59,15.95,6.41,10.2,3.79,20.38,-79.74,542,14.39,26.75,154.05,3.77,14.29,35.96,13.3,47.78,38.92,0,0,0,0,0,0,0,0,98.21,98.21,98.21,100,6378.65,6447.38,6162.3,2031.85,6382.25,38.06,39.05,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
13076107,Pampow,45.97,82.14,0,14.29,34.78,47,38.3,1.49,4.17,529.59,30817.78,720.88,1358.71,3037,1569,1468,3037,1.98,2.5,11.99,4.02,3.16,23.84,23.74,18.14,28.78,10.64,-3.97,7.24,1743,50.14,24.1,41.52,2.06,33.18,27.01,31.48,46.58,21.94,0,0,0,9.92,9.92,0,0,19.83,39.28,87.2,87.64,100,578.6,578.33,571.95,431.81,747.91,275.84,380.38,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076108,"Parchim, Stadt",42.51,55.45,8.27,35.06,32.94,900,35.56,5.57,7.87,273.9,26558.72,513.91,935.9,18186,9330,8856,18186,2.19,2.56,11.21,6.06,3.95,23.37,21.38,15.37,29.28,13.91,-8.97,9.9,10490,50.76,22.6,53.69,1.9,48.38,22.09,24.49,44.77,30.73,0,0,0,1.65,7.7,1.65,12.55,19.26,89.3,97.25,98.17,99.81,636.73,859.04,751.65,539.31,852.5,145.71,219.7,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076109,Passow,53.57,41.67,8.33,25,24.17,11,9.09,0,2.22,383.76,26171.56,-92.04,440.64,688,335,353,688,1.74,3.34,11.34,3.78,2.33,21.37,33.58,16.13,22.53,6.4,-2.9,14.53,437,35.47,21.97,27.88,2.35,23.55,33.11,23.55,51.19,25.26,0,0,0,0,0,0,0,0,81.97,81.97,81.97,100,5511.68,5768.99,5793.02,1009.59,1216.34,27.73,30.19,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
13076110,Pätow-Steegen,35.2,33.33,33.33,33.33,44.1,7,57.14,2.78,3.08,405.09,26836.6,284.53,801.26,410,203,207,410,2.44,4.39,14.88,4.39,1.22,26.59,23.9,15.61,22.2,6.59,0,-7.32,248,36.69,28.63,73.53,2.53,20.99,43.83,22.22,49.38,28.4,0,0,0,0,0,0,0,0,0,0,0,100,3674.75,4375.46,4214.02,2456.65,3915.16,38.5,42.54,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
