AGS,Gemeinde,shortlist_available_n,shortlist_available_pct
09776128,128,13,100
09776129,129,13,100
09776131,131,13,100
09776115,115,13,100
09776126,126,13,100
09776130,130,13,100
09776112,112,13,100
09776113,113,13,100
09776118,118,13,100
09776124,124,13,100
09776121,121,13,100
09776127,127,13,100
09777129,129,13,100
09777130,130,13,100
09777147,147,13,100
09777151,151,13,100
09777152,152,13,100
09777153,153,13,100
09777159,159,13,100
09777165,165,13,100
09777169,169,13,100
09777173,173,13,100
09777121,121,13,100
09777140,140,13,100
09777145,145,13,100
09777177,177,13,100
09777139,139,13,100
09777158,158,13,100
09777164,164,13,100
09777141,141,13,100
09777155,155,13,100
09777157,157,13,100
09777172,172,13,100
09777182,182,13,100
09777111,111,13,100
09777112,112,13,100
09777118,118,13,100
09777167,167,13,100
09777114,114,13,100
09777124,124,13,100
09777128,128,13,100
09777138,138,13,100
09777154,154,13,100
09777176,176,13,100
09777131,131,13,100
09777144,144,13,100
09777175,175,13,100
09777125,125,13,100
09777135,135,13,100
09777149,149,13,100
09777168,168,13,100
09777170,170,13,100
09777179,179,13,100
09777163,163,13,100
09777166,166,13,100
09777171,171,13,100
09777183,183,13,100
09778116,116,13,100
09778123,123,13,100
09778137,137,13,100
09778168,168,13,100
09778169,169,13,100
09778173,173,13,100
09778196,196,13,100
09778204,204,13,100
09778119,119,13,100
09778149,149,13,100
09778186,186,13,100
09778115,115,13,100
09778130,130,13,100
09778157,157,13,100
09778184,184,13,100
09778217,217,13,100
09778221,221,13,100
09778121,121,13,100
09778183,183,13,100
09778187,187,13,100
09778190,190,13,100
09778134,134,13,100
09778158,158,13,100
09778120,120,13,100
09778139,139,13,100
09778150,150,13,100
09778177,177,13,100
09778188,188,13,100
09778136,136,13,100
09778163,163,13,100
09778180,180,13,100
09778214,214,13,100
09778111,111,13,100
09778203,203,13,100
09778209,209,13,100
09778216,216,13,100
09778118,118,13,100
09778151,151,13,100
09778162,162,13,100
09778171,171,13,100
09778202,202,13,100
09778205,205,13,100
09778113,113,13,100
09778127,127,13,100
09778199,199,13,100
09778207,207,13,100
09778161,161,13,100
09778164,164,13,100
09778165,165,13,100
09778144,144,13,100
09778218,218,13,100
09778219,219,13,100
09778451,451,3,23.076923076923077
09779115,115,13,100
09779131,131,13,100
09779147,147,13,100
09779155,155,13,100
09779169,169,13,100
09779178,178,13,100
09779181,181,13,100
09779185,185,13,100
09779194,194,13,100
09779196,196,13,100
09779201,201,13,100
09779218,218,13,100
09779176,176,13,100
09779177,177,13,100
09779224,224,13,100
09779117,117,13,100
09779138,138,13,100
09779154,154,13,100
09779180,180,13,100
09779188,188,13,100
09779197,197,13,100
09779111,111,13,100
09779112,112,13,100
09779130,130,13,100
09779136,136,13,100
09779146,146,13,100
09779162,162,13,100
09779184,184,13,100
09779203,203,13,100
09779226,226,13,100
09779148,148,13,100
09779167,167,13,100
09779198,198,13,100
09779228,228,13,100
09779231,231,13,100
09779126,126,13,100
09779129,129,13,100
09779186,186,13,100
09779206,206,13,100
09779217,217,13,100
09779149,149,13,100
09779163,163,13,100
09779187,187,13,100
09779192,192,13,100
09779452,452,0,0
09779453,453,0,0
09780112,112,13,100
09780114,114,13,100
09780115,115,13,100
09780117,117,13,100
09780118,118,13,100
09780119,119,13,100
09780120,120,13,100
09780122,122,13,100
09780123,123,13,100
09780124,124,13,100
09780125,125,13,100
09780128,128,13,100
09780132,132,13,100
09780133,133,13,100
09780137,137,13,100
09780139,139,13,100
09780140,140,13,100
09780143,143,13,100
09780145,145,13,100
09780146,146,13,100
09780147,147,13,100
09780113,113,13,100
09780116,116,13,100
09780121,121,13,100
09780131,131,13,100
09780134,134,13,100
09780127,127,13,100
09780144,144,13,100
09780451,451,0,0
10041100,100,13,100
10041511,511,13,100
10041512,512,13,100
10041513,513,13,100
10041514,514,13,100
10041515,515,13,100
10041516,516,13,100
10041517,517,13,100
10041518,518,13,100
10041519,519,13,100
10042111,111,13,100
10042112,112,13,100
10042113,113,13,100
10042114,114,13,100
10042115,115,13,100
10042116,116,13,100
10042117,117,13,100
10043111,111,13,100
10043112,112,13,100
10043113,113,13,100
10043114,114,13,100
10043115,115,13,100
10043116,116,13,100
10043117,117,13,100
10044111,111,13,100
10044112,112,13,100
10044113,113,13,100
10044114,114,13,100
10044115,115,13,100
10044116,116,13,100
10044117,117,13,100
10044118,118,13,100
10044119,119,13,100
10044120,120,13,100
10044121,121,13,100
10044122,122,13,100
10044123,123,13,100
10045111,111,13,100
10045112,112,13,100
10045113,113,13,100
10045114,114,13,100
10045115,115,13,100
10045116,116,13,100
10045117,117,13,100
10046111,111,13,100
10046112,112,13,100
10046113,113,13,100
10046114,114,13,100
10046115,115,13,100
10046116,116,13,100
10046117,117,13,100
10046118,118,13,100
11000000,000,13,100
12051000,000,13,100
12052000,000,13,100
12053000,000,13,100
12054000,000,13,100
12060005,005,13,100
12060020,020,13,100
12060052,052,13,100
12060181,181,13,100
12060198,198,13,100
12060269,269,13,100
12060280,280,13,100
12060024,024,13,100
12060034,034,13,100
12060154,154,13,100
12060161,161,13,100
12060192,192,13,100
12060250,250,13,100
12060012,012,13,100
12060068,068,13,100
12060100,100,13,100
12060296,296,13,100
12060036,036,13,100
12060045,045,13,100
12060092,092,13,100
12060128,128,13,100
12060149,149,13,100
12060172,172,13,100
12060176,176,13,100
12060185,185,13,100
12061020,020,13,100
12061112,112,13,100
12061217,217,13,100
12061219,219,13,100
12061260,260,13,100
12061316,316,13,100
12061320,320,13,100
12061329,329,13,100
12061332,332,13,100
12061433,433,13,100
12061444,444,13,100
12061540,540,13,100
12061572,572,13,100
12061192,192,13,100
12061216,216,13,100
12061328,328,13,100
12061344,344,13,100
12061448,448,13,100
12061492,492,13,100
12061005,005,13,100
12061061,061,13,100
12061224,224,13,100
12061308,308,13,100
12061352,352,13,100
12061450,450,13,100
12061470,470,13,100
12061476,476,13,100
12061017,017,13,100
12061097,097,13,100
12061164,164,13,100
12061244,244,13,100
12061265,265,13,100
12061405,405,13,100
12061428,428,13,100
12061435,435,13,100
12061471,471,13,100
12061510,510,13,100
12062092,092,13,100
12062124,124,13,100
12062140,140,13,100
12062224,224,13,100
12062410,410,13,100
12062461,461,13,100
12062469,469,13,100
12062024,024,13,100
12062128,128,13,100
12062341,341,13,100
12062500,500,13,100
12062219,219,13,100
12062417,417,13,100
12062440,440,13,100
12062453,453,13,100
12062492,492,13,100
12062088,088,13,100
12062293,293,13,100
12062333,333,13,100
12062425,425,13,100
12062177,177,13,100
12062240,240,13,100
12062372,372,13,100
12062464,464,13,100
12062134,134,13,100
12062237,237,13,100
12062282,282,13,100
12062289,289,13,100
12062445,445,13,100
12062196,196,13,100
12062208,208,13,100
12062232,232,13,100
12062336,336,13,100
12063036,036,13,100
12063056,056,13,100
12063080,080,13,100
12063148,148,13,100
12063189,189,13,100
12063208,208,13,100
12063244,244,13,100
12063252,252,13,100
12063273,273,13,100
12063357,357,13,100
12063088,088,13,100
12063142,142,13,100
12063202,202,13,100
12063228,228,13,100
12063240,240,13,100
12063256,256,13,100
12063165,165,13,100
12063186,186,13,100
12063212,212,13,100
12063293,293,13,100
12063094,094,13,100
12063112,112,13,100
12063134,134,13,100
12063161,161,13,100
12063260,260,13,100
12063274,274,13,100
12064029,029,13,100
12064044,044,13,100
12064136,136,13,100
12064227,227,13,100
12064274,274,13,100
12064317,317,13,100
12064336,336,13,100
12064380,380,13,100
12064428,428,13,100
12064448,448,13,100
12064472,472,13,100
12064512,512,13,100
12064053,053,13,100
12064125,125,13,100
12064205,205,13,100
12064222,222,13,100
12064009,009,13,100
12064057,057,13,100
12064172,172,13,100
12064266,266,13,100
12064538,538,13,100
12064268,268,13,100
12064388,388,13,100
12064420,420,13,100
12064480,480,13,100
12064539,539,13,100
12064084,084,13,100
12064153,153,13,100
12064303,303,13,100
12064370,370,13,100
12064408,408,13,100
12064484,484,13,100
12064128,128,13,100
12064130,130,13,100
12064190,190,13,100
12064288,288,13,100
12064290,290,13,100
12064340,340,13,100
12064482,482,13,100
12064061,061,13,100
12064349,349,13,100
12064365,365,13,100
12064371,371,13,100
12064393,393,13,100
12064417,417,13,100
12065036,036,13,100
12065084,084,13,100
12065096,096,13,100
12065136,136,13,100
12065144,144,13,100
12065165,165,13,100
12065180,180,13,100
12065193,193,13,100
12065198,198,13,100
12065225,225,13,100
12065251,251,13,100
12065256,256,13,100
12065332,332,13,100
12065356,356,13,100
12065100,100,13,100
12065117,117,13,100
12065276,276,13,100
12065301,301,13,100
12065310,310,13,100
12066052,052,13,100
12066112,112,13,100
12066176,176,13,100
12066196,196,13,100
12066285,285,13,100
12066296,296,13,100
12066304,304,13,100
12066320,320,13,100
12066008,008,13,100
12066041,041,13,100
12066202,202,13,100
12066226,226,13,100
12066228,228,13,100
12066064,064,13,100
12066104,104,13,100
12066168,168,13,100
12066188,188,13,100
12066240,240,13,100
12066316,316,13,100
12066116,116,13,100
12066120,120,13,100
12066124,124,13,100
12066132,132,13,100
12066272,272,13,100
12066292,292,13,100
12067036,036,13,100
12067120,120,13,100
12067124,124,13,100
12067137,137,13,100
12067144,144,13,100
12067201,201,13,100
12067426,426,13,100
12067440,440,13,100
12067481,481,13,100
12067493,493,13,100
12067544,544,13,100
12067076,076,13,100
12067180,180,13,100
12067508,508,13,100
12067528,528,13,100
12067552,552,13,100
12067292,292,13,100
12067338,338,13,100
12067357,357,13,100
12067040,040,13,100
12067072,072,13,100
12067237,237,13,100
12067473,473,13,100
12067024,024,13,100
12067112,112,13,100
12067288,288,13,100
12067413,413,13,100
12067520,520,13,100
12067205,205,13,100
12067324,324,13,100
12067336,336,13,100
12067397,397,13,100
12067438,438,13,100
12067458,458,13,100
12067173,173,13,100
12067408,408,13,100
12067469,469,13,100
12068117,117,13,100
12068181,181,13,100
12068264,264,13,100
12068320,320,13,100
12068353,353,13,100
12068468,468,13,100
12068477,477,13,100
12068188,188,13,100
12068280,280,13,100
12068372,372,13,100
12068437,437,13,100
12068052,052,13,100
12068109,109,13,100
12068324,324,13,100
12068409,409,13,100
12068417,417,13,100
12068501,501,13,100
12068072,072,13,100
12068306,306,13,100
12068413,413,13,100
12068425,425,13,100
12068426,426,13,100
12068452,452,13,100
12069017,017,13,100
12069020,020,13,100
12069249,249,13,100
12069304,304,13,100
12069306,306,13,100
12069397,397,13,100
12069454,454,13,100
12069590,590,13,100
12069596,596,13,100
12069604,604,13,100
12069616,616,13,100
12069632,632,13,100
12069656,656,13,100
12069665,665,13,100
12069018,018,13,100
12069019,019,13,100
12069270,270,13,100
12069460,460,13,100
12069541,541,13,100
12069052,052,13,100
12069056,056,13,100
12069076,076,13,100
12069216,216,13,100
12069345,345,13,100
12069470,470,13,100
12069402,402,13,100
12069448,448,13,100
12069474,474,13,100
12069485,485,13,100
12069028,028,13,100
12069537,537,13,100
12069688,688,13,100
12069089,089,13,100
12069224,224,13,100
12069232,232,13,100
12069648,648,13,100
12069680,680,13,100
12069696,696,13,100
12070125,125,13,100
12070149,149,13,100
12070173,173,13,100
12070296,296,13,100
12070302,302,13,100
12070316,316,13,100
12070424,424,13,100
12070008,008,13,100
12070052,052,13,100
12070241,241,13,100
12070348,348,13,100
12070416,416,13,100
12070060,060,13,100
12070236,236,13,100
12070244,244,13,100
12070246,246,13,100
12070096,096,13,100
12070153,153,13,100
12070222,222,13,100
12070266,266,13,100
12070280,280,13,100
12070028,028,13,100
12070145,145,13,100
12070300,300,13,100
12070325,325,13,100
12070393,393,13,100
12071057,057,13,100
12071076,076,13,100
12071160,160,13,100
12071244,244,13,100
12071301,301,13,100
12071337,337,13,100
12071372,372,13,100
12071408,408,13,100
12071028,028,13,100
12071032,032,13,100
12071041,041,13,100
12071164,164,13,100
12071341,341,13,100
12071412,412,13,100
12071044,044,13,100
12071074,074,13,100
12071153,153,13,100
12071189,189,13,100
12071294,294,13,100
12071392,392,13,100
12071414,414,13,100
12071052,052,13,100
12071060,060,13,100
12071176,176,13,100
12071193,193,13,100
12071304,304,13,100
12071384,384,13,100
12071386,386,13,100
12071401,401,13,100
12072002,002,13,100
12072014,014,13,100
12072017,017,13,100
12072120,120,13,100
12072169,169,13,100
12072232,232,13,100
12072240,240,13,100
12072297,297,13,100
12072312,312,13,100
12072340,340,13,100
12072426,426,13,100
12072477,477,13,100
12072053,053,13,100
12072055,055,13,100
12072157,157,13,100
12072298,298,13,100
12073008,008,13,100
12073069,069,13,100
12073384,384,13,100
12073429,429,13,100
12073452,452,13,100
12073572,572,13,100
12073579,579,13,100
12073440,440,13,100
12073532,532,13,100
12073085,085,13,100
12073093,093,13,100
12073216,216,13,100
12073490,490,13,100
12073520,520,13,100
12073097,097,13,100
12073189,189,13,100
12073309,309,13,100
12073393,393,13,100
12073565,565,13,100
12073157,157,13,100
12073201,201,13,100
12073396,396,13,100
12073404,404,13,100
12073569,569,13,100
12073225,225,13,100
12073261,261,13,100
12073430,430,13,100
12073458,458,13,100
12073578,578,13,100
12073645,645,13,100
13003000,000,13,100
13004000,000,13,100
13071027,027,13,100
13071029,029,13,100
13071033,033,13,100
13071107,107,13,100
13071110,110,13,100
13071156,156,13,100
13071008,008,13,100
13071014,014,13,100
13071064,064,13,100
13071065,065,13,100
13071072,072,13,100
13071076,076,13,100
13071089,089,13,100
13071096,096,13,100
13071112,112,13,100
13071128,128,13,100
13071131,131,13,100
13071136,136,13,100
13071139,139,13,100
13071148,148,13,100
13071150,150,13,100
13071157,157,13,100
13071028,028,13,100
13071035,035,13,100
13071037,037,13,100
13071007,007,13,100
13071032,032,13,100
13071039,039,13,100
13071084,084,13,100
13071092,092,13,100
13071109,109,13,100
13071001,001,13,100
13071036,036,13,100
13071043,043,13,100
13071093,093,13,100
13071113,113,13,100
13071138,138,13,100
13071155,155,13,100
13071171,171,13,100
13071099,099,13,100
13071119,119,13,100
13071159,159,13,100
13071167,167,13,100
13071011,011,13,100
13071012,012,13,100
13071025,025,13,100
13071042,042,13,100
13071058,058,13,100
13071066,066,13,100
13071075,075,13,100
13071080,080,13,100
13071100,100,13,100
13071147,147,13,100
13071162,162,13,100
13071009,009,13,100
13071010,010,13,100
13071019,019,13,100
13071104,104,13,100
13071108,108,13,100
13071111,111,13,100
13071140,140,13,100
13071141,141,13,100
13071145,145,13,100
13071161,161,13,100
13071166,166,13,100
13071170,170,13,100
13071005,005,13,100
13071101,101,13,100
13071115,115,13,100
13071173,173,13,100
13071003,003,13,100
13071013,013,13,100
13071020,020,13,100
13071023,023,13,100
13071034,034,13,100
13071045,045,13,100
13071053,053,13,100
13071073,073,13,100
13071087,087,13,100
13071088,088,13,100
13071097,097,13,100
13071118,118,13,100
13071122,122,13,100
13071124,124,13,100
13071133,133,13,100
13071137,137,13,100
13071143,143,13,100
13071175,175,13,100
13071176,176,13,100
13071047,047,13,100
13071056,056,13,100
13071063,063,13,100
13071069,069,13,100
13071071,071,13,100
13071077,077,13,100
13071078,078,13,100
13071103,103,13,100
13071144,144,13,100
13071154,154,13,100
13071172,172,13,100
13071174,174,13,100
13071021,021,13,100
13071026,026,13,100
13071055,055,13,100
13071067,067,13,100
13071090,090,13,100
13071117,117,13,100
13071015,015,13,100
13071018,018,13,100
13071048,048,13,100
13071060,060,13,100
13071068,068,13,100
13071070,070,13,100
13071074,074,13,100
13071079,079,13,100
13071102,102,13,100
13071123,123,13,100
13071127,127,13,100
13071142,142,13,100
13071169,169,13,100
13071002,002,13,100
13071004,004,13,100
13071006,006,13,100
13071016,016,13,100
13071022,022,13,100
13071041,041,13,100
13071044,044,13,100
13071049,049,13,100
13071050,050,13,100
13071057,057,13,100
13071059,059,13,100
13071081,081,13,100
13071120,120,13,100
13071125,125,13,100
13071135,135,13,100
13071146,146,13,100
13071158,158,13,100
13071160,160,13,100
13071163,163,13,100
13071054,054,13,100
13071083,083,13,100
13071105,105,13,100
13071130,130,13,100
13071132,132,13,100
13071153,153,13,100
13071164,164,13,100
13072006,006,13,100
13072029,029,13,100
13072036,036,13,100
13072043,043,13,100
13072058,058,13,100
13072060,060,13,100
13072074,074,13,100
13072091,091,13,100
13072093,093,13,100
13072106,106,13,100
13072001,001,13,100
13072007,007,13,100
13072017,017,13,100
13072047,047,13,100
13072075,075,13,100
13072083,083,13,100
13072086,086,13,100
13072099,099,13,100
13072117,117,13,100
13072009,009,13,100
13072013,013,13,100
13072020,020,13,100
13072028,028,13,100
13072050,050,13,100
13072053,053,13,100
13072078,078,13,100
13072089,089,13,100
13072101,101,13,100
13072104,104,13,100
13072114,114,13,100
13072120,120,13,100
13072019,019,13,100
13072081,081,13,100
13072087,087,13,100
13072108,108,13,100
13072004,004,13,100
13072010,010,13,100
13072031,031,13,100
13072035,035,13,100
13072111,111,13,100
13072033,033,13,100
13072039,039,13,100
13072042,042,13,100
13072044,044,13,100
13072055,055,13,100
13072061,061,13,100
13072067,067,13,100
13072069,069,13,100
13072071,071,13,100
13072073,073,13,100
13072079,079,13,100
13072084,084,13,100
13072092,092,13,100
13072119,119,13,100
13072026,026,13,100
13072048,048,13,100
13072056,056,13,100
13072059,059,13,100
13072063,063,13,100
13072027,027,13,100
13072046,046,13,100
13072062,062,13,100
13072112,112,13,100
13072003,003,13,100
13072023,023,13,100
13072024,024,13,100
13072038,038,13,100
13072040,040,13,100
13072041,041,13,100
13072045,045,13,100
13072049,049,13,100
13072066,066,13,100
13072082,082,13,100
13072094,094,13,100
13072096,096,13,100
13072103,103,13,100
13072109,109,13,100
13072113,113,13,100
13072002,002,13,100
13072005,005,13,100
13072008,008,13,100
13072014,014,13,100
13072022,022,13,100
13072085,085,13,100
13072012,012,13,100
13072015,015,13,100
13072032,032,13,100
13072072,072,13,100
13072088,088,13,100
13072011,011,13,100
13072018,018,13,100
13072051,051,13,100
13072090,090,13,100
13072095,095,13,100
13072110,110,13,100
13072116,116,13,100
13072021,021,13,100
13072034,034,13,100
13072037,037,13,100
13072076,076,13,100
13072097,097,13,100
13072102,102,13,100
13072105,105,13,100
13072107,107,13,100
13072118,118,13,100
13072030,030,13,100
13072057,057,13,100
13072064,064,13,100
13072077,077,13,100
13072080,080,13,100
13072098,098,13,100
13072121,121,13,100
13073011,011,13,100
13073035,035,13,100
13073055,055,13,100
13073070,070,13,100
13073080,080,13,100
13073088,088,13,100
13073089,089,13,100
13073105,105,13,100
13073005,005,13,100
13073037,037,13,100
13073044,044,13,100
13073046,046,13,100
13073066,066,13,100
13073068,068,13,100
13073009,009,13,100
13073018,018,13,100
13073025,025,13,100
13073042,042,13,100
13073043,043,13,100
13073051,051,13,100
13073053,053,13,100
13073069,069,13,100
13073077,077,13,100
13073094,094,13,100
13073010,010,13,100
13073014,014,13,100
13073027,027,13,100
13073038,038,13,100
13073049,049,13,100
13073063,063,13,100
13073064,064,13,100
13073065,065,13,100
13073072,072,13,100
13073074,074,13,100
13073083,083,13,100
13073002,002,13,100
13073012,012,13,100
13073017,017,13,100
13073067,067,13,100
13073100,100,13,100
13073103,103,13,100
13073024,024,13,100
13073029,029,13,100
13073034,034,13,100
13073057,057,13,100
13073062,062,13,100
13073076,076,13,100
13073086,086,13,100
13073096,096,13,100
13073097,097,13,100
13073098,098,13,100
13073023,023,13,100
13073090,090,13,100
13073102,102,13,100
13073006,006,13,100
13073031,031,13,100
13073048,048,13,100
13073084,084,13,100
13073106,106,13,100
13073107,107,13,100
13073036,036,13,100
13073041,041,13,100
13073054,054,13,100
13073060,060,13,100
13073061,061,13,100
13073087,087,13,100
13073099,099,13,100
13073104,104,13,100
13073004,004,13,100
13073013,013,13,100
13073019,019,13,100
13073030,030,13,100
13073052,052,13,100
13073071,071,13,100
13073078,078,13,100
13073101,101,13,100
13073007,007,13,100
13073015,015,13,100
13073016,016,13,100
13073020,020,13,100
13073022,022,13,100
13073032,032,13,100
13073033,033,13,100
13073039,039,13,100
13073050,050,13,100
13073093,093,13,100
13073001,001,13,100
13073075,075,13,100
13073082,082,13,100
13073085,085,13,100
13073003,003,13,100
13073021,021,13,100
13073028,028,13,100
13073040,040,11,84.61538461538461
13073045,045,13,100
13073059,059,13,100
13073073,073,13,100
13073079,079,13,100
13073081,081,13,100
13073092,092,13,100
13073095,095,13,100
13074026,026,13,100
13074035,035,13,100
13074087,087,13,100
13074002,002,13,100
13074003,003,13,100
13074008,008,13,100
13074019,019,13,100
13074030,030,13,100
13074031,031,13,100
13074047,047,13,100
13074053,053,13,100
13074082,082,13,100
13074020,020,13,100
13074021,021,13,100
13074040,040,13,100
13074043,043,13,100
13074054,054,13,100
13074068,068,13,100
13074070,070,13,100
13074081,081,13,100
13074005,005,13,100
13074022,022,13,100
13074069,069,13,100
13074071,071,13,100
13074077,077,13,100
13074079,079,13,100
13074085,085,13,100
13074093,093,13,100
13074010,010,13,100
13074016,016,13,100
13074032,032,13,100
13074037,037,13,100
13074039,039,13,100
13074089,089,13,100
13074001,001,13,100
13074012,012,13,100
13074014,014,13,100
13074015,015,13,100
13074024,024,13,100
13074025,025,13,100
13074038,038,13,100
13074048,048,13,100
13074050,050,13,100
13074061,061,13,100
13074062,062,13,100
13074064,064,13,100
13074072,072,13,100
13074075,075,13,100
13074088,088,13,100
13074004,004,13,100
13074007,007,13,100
13074009,009,13,100
13074034,034,13,100
13074044,044,13,100
13074056,056,13,100
13074006,006,13,100
13074023,023,13,100
13074036,036,13,100
13074046,046,13,100
13074057,057,13,100
13074060,060,13,100
13074084,084,13,100
13074090,090,13,100
13074091,091,13,100
13074013,013,13,100
13074018,018,13,100
13074028,028,13,100
13074033,033,13,100
13074042,042,13,100
13074065,065,13,100
13074066,066,13,100
13074073,073,13,100
13074078,078,13,100
13074080,080,13,100
13074092,092,13,100
13074017,017,13,100
13074027,027,13,100
13074049,049,13,100
13074052,052,13,100
13074067,067,13,100
13074074,074,13,100
13074076,076,13,100
13074094,094,13,100
13075005,005,13,100
13075039,039,13,100
13075049,049,13,100
13075105,105,13,100
13075130,130,13,100
13075136,136,13,100
13075021,021,13,100
13075072,072,13,100
13075074,074,13,100
13075087,087,13,100
13075124,124,13,100
13075144,144,13,100
13075147,147,13,100
13075001,001,13,100
13075003,003,13,100
13075031,031,13,100
13075037,037,13,100
13075051,051,13,100
13075075,075,13,100
13075078,078,13,100
13075084,084,13,100
13075085,085,13,100
13075089,089,13,100
13075093,093,13,100
13075139,139,13,100
13075007,007,13,100
13075013,013,13,100
13075015,015,13,100
13075020,020,13,100
13075022,022,13,100
13075029,029,13,100
13075053,053,13,100
13075068,068,13,100
13075073,073,13,100
13075088,088,13,100
13075098,098,13,100
13075101,101,13,100
13075110,110,13,100
13075116,116,13,100
13075122,122,13,100
13075127,127,13,100
13075128,128,13,100
13075155,155,13,100
13075002,002,13,100
13075009,009,13,100
13075023,023,13,100
13075054,054,13,100
13075070,070,13,100
13075134,134,13,100
13075140,140,13,100
13075008,008,13,100
13075025,025,13,100
13075027,027,13,100
13075050,050,13,100
13075076,076,13,100
13075091,091,13,100
13075102,102,13,100
13075141,141,13,100
13075142,142,13,100
13075011,011,13,100
13075012,012,13,100
13075016,016,13,100
13075035,035,13,100
13075038,038,13,100
13075067,067,13,100
13075079,079,13,100
13075095,095,13,100
13075107,107,13,100
13075108,108,13,100
13075113,113,13,100
13075117,117,13,100
13075119,119,13,100
13075018,018,13,100
13075046,046,13,100
13075059,059,13,100
13075060,060,13,100
13075069,069,13,100
13075081,081,13,100
13075083,083,13,100
13075097,097,13,100
13075120,120,13,100
13075146,146,13,100
13075036,036,13,100
13075082,082,13,100
13075123,123,13,100
13075004,004,13,100
13075033,033,13,100
13075045,045,13,100
13075048,048,13,100
13075118,118,13,100
13075131,131,13,100
13075143,143,13,100
13075017,017,13,100
13075032,032,13,100
13075042,042,13,100
13075055,055,13,100
13075063,063,13,100
13075071,071,13,100
13075103,103,13,100
13075104,104,13,100
13075109,109,13,100
13075115,115,13,100
13075126,126,13,100
13075138,138,13,100
13075149,149,13,100
13075058,058,13,100
13075092,092,13,100
13075106,106,13,100
13075133,133,13,100
13075151,151,13,100
13075010,010,13,100
13075026,026,13,100
13075034,034,13,100
13075056,056,13,100
13075065,065,13,100
13075066,066,13,100
13075080,080,13,100
13075090,090,13,100
13075111,111,13,100
13075114,114,13,100
13075129,129,13,100
13075135,135,13,100
13075137,137,13,100
13075148,148,13,100
13075152,152,13,100
13075006,006,13,100
13075040,040,13,100
13075041,041,13,100
13075043,043,13,100
13075044,044,13,100
13075061,061,13,100
13075094,094,13,100
13075121,121,13,100
13075125,125,13,100
13075145,145,13,100
13075150,150,13,100
13075154,154,13,100
13075156,156,13,100
13076014,014,13,100
13076060,060,13,100
13076088,088,13,100
13076090,090,13,100
13076108,108,13,100
13076009,009,13,100
13076010,010,13,100
13076016,016,13,100
13076030,030,13,100
13076054,054,13,100
13076055,055,13,100
13076102,102,13,100
13076106,106,13,100
13076122,122,13,100
13076136,136,13,100
13076138,138,13,100
13076034,034,13,100
13076053,053,13,100
13076067,067,13,100
13076093,093,13,100
13076094,094,13,100
13076103,103,13,100
13076143,143,13,100
13076040,040,13,100
13076051,051,13,100
13076075,075,13,100
13076077,077,13,100
13076089,089,13,100
13076109,109,13,100
13076125,125,13,100
13076151,151,13,100
13076165,165,13,100
13076168,168,13,100
13076032,032,13,100
13076048,048,13,100
13076096,096,13,100
13076104,104,13,100
13076135,135,13,100
13076003,003,13,100
13076021,021,13,100
13076027,027,13,100
13076037,037,13,100
13076049,049,13,100
13076050,050,13,100
13076069,069,13,100
13076076,076,11,84.61538461538461
13076097,097,13,100
13076098,098,13,100
13076100,100,13,100
13076115,115,13,100
13076161,161,13,100
13076002,002,13,100
13076004,004,11,84.61538461538461
13076008,008,13,100
13076013,013,13,100
13076019,019,13,100
13076041,041,13,100
13076057,057,13,100
13076064,064,13,100
13076065,065,13,100
13076070,070,13,100
13076079,079,13,100
13076099,099,13,100
13076110,110,13,100
13076111,111,13,100
13076116,116,13,100
13076119,119,13,100
13076131,131,13,100
13076145,145,13,100
13076169,169,13,100
13076001,001,13,100
13076018,018,13,100
13076046,046,13,100
13076058,058,13,100
13076086,086,13,100
13076087,087,13,100
13076118,118,13,100
13076134,134,13,100
13076141,141,13,100
13076146,146,13,100
13076156,156,13,100
13076012,012,13,100
13076017,017,13,100
13076105,105,13,100
13076035,035,13,100
13076056,056,13,100
13076068,068,13,100
13076085,085,13,100
13076120,120,13,100
13076126,126,13,100
13076129,129,13,100
13076160,160,13,100
13076162,162,13,100
13076164,164,13,100
13076006,006,13,100
13076114,114,13,100
13076166,166,13,100
13076011,011,13,100
13076015,015,13,100
13076020,020,13,100
13076026,026,13,100
13076062,062,13,100
13076072,072,13,100
13076078,078,13,100
13076101,101,13,100
13076128,128,13,100
13076148,148,13,100
13076155,155,13,100
13076167,167,13,100
13076036,036,13,100
13076063,063,13,100
13076071,071,13,100
13076107,107,13,100
13076121,121,13,100
13076130,130,13,100
13076147,147,13,100
13076154,154,13,100
13076163,163,13,100
13076152,152,13,100
13076153,153,13,100
13076039,039,13,100
13076073,073,13,100
13076092,092,13,100
13076142,142,13,100
13076159,159,13,100
13076005,005,13,100
13076007,007,13,100
13076023,023,13,100
13076024,024,13,100
13076025,025,13,100
13076029,029,13,100
13076033,033,13,100
13076038,038,13,100
13076044,044,13,100
13076080,080,13,100
13076082,082,13,100
13076112,112,13,100
13076113,113,13,100
13076117,117,13,100
13076133,133,13,100
13076140,140,13,100
13076158,158,13,100
14511000,000,13,100
14521010,010,13,100
14521020,020,13,100
14521035,035,13,100
14521110,110,13,100
14521130,130,13,100
14521150,150,13,100
14521160,160,13,100
14521170,170,13,100
14521200,200,13,100
14521240,240,13,100
14521250,250,13,100
14521260,260,13,100
14521290,290,13,100
14521310,310,13,100
14521320,320,13,100
14521330,330,13,100
14521355,355,13,100
14521370,370,13,100
